GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD4BE001,NAME_M,AD4BM001
"G1700570","2011-2015",,,"Illinois","17","Fulton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Illinois",0.4077,"Fulton County, Illinois",0.0171
"G1700590","2011-2015",,,"Illinois","17","Gallatin County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Illinois",0.4128,"Gallatin County, Illinois",0.0173
"G1700610","2011-2015",,,"Illinois","17","Greene County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Illinois",0.4272,"Greene County, Illinois",0.0205
"G1700630","2011-2015",,,"Illinois","17","Grundy County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grundy County, Illinois",0.4053,"Grundy County, Illinois",0.0114
"G1700650","2011-2015",,,"Illinois","17","Hamilton County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Illinois",0.4367,"Hamilton County, Illinois",0.0213
"G1700670","2011-2015",,,"Illinois","17","Hancock County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Illinois",0.4033,"Hancock County, Illinois",0.0147
"G1700690","2011-2015",,,"Illinois","17","Hardin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hardin County, Illinois",0.4692,"Hardin County, Illinois",0.0476
"G1700710","2011-2015",,,"Illinois","17","Henderson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henderson County, Illinois",0.4091,"Henderson County, Illinois",0.0423
"G1700730","2011-2015",,,"Illinois","17","Henry County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Illinois",0.4175,"Henry County, Illinois",0.0137
"G1700750","2011-2015",,,"Illinois","17","Iroquois County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Iroquois County, Illinois",0.4339,"Iroquois County, Illinois",0.0141
"G1700770","2011-2015",,,"Illinois","17","Jackson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Illinois",0.5332,"Jackson County, Illinois",0.0182
"G1700790","2011-2015",,,"Illinois","17","Jasper County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Illinois",0.3871,"Jasper County, Illinois",0.0245
"G1700810","2011-2015",,,"Illinois","17","Jefferson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Illinois",0.4483,"Jefferson County, Illinois",0.0140
"G1700830","2011-2015",,,"Illinois","17","Jersey County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey County, Illinois",0.3981,"Jersey County, Illinois",0.0212
"G1700850","2011-2015",,,"Illinois","17","Jo Daviess County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jo Daviess County, Illinois",0.4322,"Jo Daviess County, Illinois",0.0249
"G1700870","2011-2015",,,"Illinois","17","Johnson County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Illinois",0.4453,"Johnson County, Illinois",0.0216
"G1700890","2011-2015",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kane County, Illinois",0.4382,"Kane County, Illinois",0.0070
"G1700910","2011-2015",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kankakee County, Illinois",0.4201,"Kankakee County, Illinois",0.0080
"G1700930","2011-2015",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kendall County, Illinois",0.3562,"Kendall County, Illinois",0.0158
"G1700950","2011-2015",,,"Illinois","17","Knox County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Illinois",0.4383,"Knox County, Illinois",0.0111
"G1700970","2011-2015",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Illinois",0.4821,"Lake County, Illinois",0.0040
"G1700990","2011-2015",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaSalle County, Illinois",0.4258,"LaSalle County, Illinois",0.0102
"G1701010","2011-2015",,,"Illinois","17","Lawrence County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Illinois",0.4085,"Lawrence County, Illinois",0.0228
"G1701030","2011-2015",,,"Illinois","17","Lee County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Illinois",0.4157,"Lee County, Illinois",0.0147
"G1701050","2011-2015",,,"Illinois","17","Livingston County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Livingston County, Illinois",0.4221,"Livingston County, Illinois",0.0165
"G1701070","2011-2015",,,"Illinois","17","Logan County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Illinois",0.4370,"Logan County, Illinois",0.0214
"G1701090","2011-2015",,,"Illinois","17","McDonough County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"McDonough County, Illinois",0.4806,"McDonough County, Illinois",0.0160
"G1701110","2011-2015",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"McHenry County, Illinois",0.4003,"McHenry County, Illinois",0.0066
"G1701130","2011-2015",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"McLean County, Illinois",0.4567,"McLean County, Illinois",0.0099
"G1701150","2011-2015",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Illinois",0.4702,"Macon County, Illinois",0.0128
"G1701170","2011-2015",,,"Illinois","17","Macoupin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Macoupin County, Illinois",0.4119,"Macoupin County, Illinois",0.0115
"G1701190","2011-2015",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Illinois",0.4419,"Madison County, Illinois",0.0086
"G1701210","2011-2015",,,"Illinois","17","Marion County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Illinois",0.4324,"Marion County, Illinois",0.0129
"G1701230","2011-2015",,,"Illinois","17","Marshall County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Illinois",0.4024,"Marshall County, Illinois",0.0210
"G1701250","2011-2015",,,"Illinois","17","Mason County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mason County, Illinois",0.4250,"Mason County, Illinois",0.0172
"G1701270","2011-2015",,,"Illinois","17","Massac County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Massac County, Illinois",0.4476,"Massac County, Illinois",0.0337
"G1701290","2011-2015",,,"Illinois","17","Menard County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Menard County, Illinois",0.4215,"Menard County, Illinois",0.0201
"G1701310","2011-2015",,,"Illinois","17","Mercer County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, Illinois",0.3910,"Mercer County, Illinois",0.0188
"G1701330","2011-2015",,,"Illinois","17","Monroe County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Illinois",0.3911,"Monroe County, Illinois",0.0168
"G1701350","2011-2015",,,"Illinois","17","Montgomery County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Illinois",0.4321,"Montgomery County, Illinois",0.0160
"G1701370","2011-2015",,,"Illinois","17","Morgan County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Illinois",0.4309,"Morgan County, Illinois",0.0127
"G1701390","2011-2015",,,"Illinois","17","Moultrie County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,"Moultrie County, Illinois",0.4079,"Moultrie County, Illinois",0.0240
"G1701410","2011-2015",,,"Illinois","17","Ogle County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ogle County, Illinois",0.4132,"Ogle County, Illinois",0.0112
"G1701430","2011-2015",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,"Peoria County, Illinois",0.4636,"Peoria County, Illinois",0.0082
"G1701450","2011-2015",,,"Illinois","17","Perry County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Illinois",0.4667,"Perry County, Illinois",0.0369
"G1701470","2011-2015",,,"Illinois","17","Piatt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,"Piatt County, Illinois",0.3971,"Piatt County, Illinois",0.0198
"G1701490","2011-2015",,,"Illinois","17","Pike County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Illinois",0.4114,"Pike County, Illinois",0.0161
"G1701510","2011-2015",,,"Illinois","17","Pope County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Illinois",0.4316,"Pope County, Illinois",0.0252
"G1701530","2011-2015",,,"Illinois","17","Pulaski County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Illinois",0.4675,"Pulaski County, Illinois",0.0379
"G1701550","2011-2015",,,"Illinois","17","Putnam County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Illinois",0.4104,"Putnam County, Illinois",0.0236
"G1701570","2011-2015",,,"Illinois","17","Randolph County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Illinois",0.4153,"Randolph County, Illinois",0.0193
"G1701590","2011-2015",,,"Illinois","17","Richland County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Illinois",0.4268,"Richland County, Illinois",0.0174
"G1701610","2011-2015",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock Island County, Illinois",0.4380,"Rock Island County, Illinois",0.0070
"G1701630","2011-2015",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Illinois",0.4701,"St. Clair County, Illinois",0.0103
"G1701650","2011-2015",,,"Illinois","17","Saline County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Illinois",0.4572,"Saline County, Illinois",0.0199
"G1701670","2011-2015",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sangamon County, Illinois",0.4532,"Sangamon County, Illinois",0.0081
"G1701690","2011-2015",,,"Illinois","17","Schuyler County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Schuyler County, Illinois",0.4122,"Schuyler County, Illinois",0.0340
"G1701710","2011-2015",,,"Illinois","17","Scott County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Illinois",0.4401,"Scott County, Illinois",0.0349
"G1701730","2011-2015",,,"Illinois","17","Shelby County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Shelby County, Illinois",0.3951,"Shelby County, Illinois",0.0155
"G1701750","2011-2015",,,"Illinois","17","Stark County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stark County, Illinois",0.4369,"Stark County, Illinois",0.0298
"G1701770","2011-2015",,,"Illinois","17","Stephenson County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephenson County, Illinois",0.4284,"Stephenson County, Illinois",0.0155
"G1701790","2011-2015",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Tazewell County, Illinois",0.4152,"Tazewell County, Illinois",0.0099
"G1701810","2011-2015",,,"Illinois","17","Union County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Illinois",0.4472,"Union County, Illinois",0.0241
"G1701830","2011-2015",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermilion County, Illinois",0.4308,"Vermilion County, Illinois",0.0109
"G1701850","2011-2015",,,"Illinois","17","Wabash County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wabash County, Illinois",0.4149,"Wabash County, Illinois",0.0192
"G1701870","2011-2015",,,"Illinois","17","Warren County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Illinois",0.4264,"Warren County, Illinois",0.0214
"G1701890","2011-2015",,,"Illinois","17","Washington County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Illinois",0.4336,"Washington County, Illinois",0.0308
"G1701910","2011-2015",,,"Illinois","17","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Illinois",0.4206,"Wayne County, Illinois",0.0176
"G1701930","2011-2015",,,"Illinois","17","White County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Illinois",0.4584,"White County, Illinois",0.0310
"G1701950","2011-2015",,,"Illinois","17","Whiteside County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Whiteside County, Illinois",0.4206,"Whiteside County, Illinois",0.0138
"G1701970","2011-2015",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,"Will County, Illinois",0.4060,"Will County, Illinois",0.0041
"G1701990","2011-2015",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,"Williamson County, Illinois",0.4479,"Williamson County, Illinois",0.0128
"G1702010","2011-2015",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winnebago County, Illinois",0.4493,"Winnebago County, Illinois",0.0077
"G1702030","2011-2015",,,"Illinois","17","Woodford County","203",,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodford County, Illinois",0.4097,"Woodford County, Illinois",0.0211
"G1800010","2011-2015",,,"Indiana","18","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Indiana",0.4255,"Adams County, Indiana",0.0238
"G1800030","2011-2015",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Allen County, Indiana",0.4528,"Allen County, Indiana",0.0079
"G1800050","2011-2015",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",0.4255,"Bartholomew County, Indiana",0.0125
"G1800070","2011-2015",,,"Indiana","18","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Indiana",0.3838,"Benton County, Indiana",0.0160
"G1800090","2011-2015",,,"Indiana","18","Blackford County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Blackford County, Indiana",0.4231,"Blackford County, Indiana",0.0337
"G1800110","2011-2015",,,"Indiana","18","Boone County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Indiana",0.4790,"Boone County, Indiana",0.0170
"G1800130","2011-2015",,,"Indiana","18","Brown County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Indiana",0.4556,"Brown County, Indiana",0.0409
"G1800150","2011-2015",,,"Indiana","18","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Indiana",0.3966,"Carroll County, Indiana",0.0218
"G1800170","2011-2015",,,"Indiana","18","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Indiana",0.4237,"Cass County, Indiana",0.0252
"G1800190","2011-2015",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Indiana",0.4157,"Clark County, Indiana",0.0140
"G1800210","2011-2015",,,"Indiana","18","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Indiana",0.4041,"Clay County, Indiana",0.0196
"G1800230","2011-2015",,,"Indiana","18","Clinton County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinton County, Indiana",0.4003,"Clinton County, Indiana",0.0191
"G1800250","2011-2015",,,"Indiana","18","Crawford County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Indiana",0.4023,"Crawford County, Indiana",0.0206
"G1800270","2011-2015",,,"Indiana","18","Daviess County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Daviess County, Indiana",0.4079,"Daviess County, Indiana",0.0184
"G1800290","2011-2015",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dearborn County, Indiana",0.4140,"Dearborn County, Indiana",0.0283
"G1800310","2011-2015",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Indiana",0.3907,"Decatur County, Indiana",0.0216
"G1800330","2011-2015",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Indiana",0.4219,"DeKalb County, Indiana",0.0230
"G1800350","2011-2015",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Delaware County, Indiana",0.4669,"Delaware County, Indiana",0.0147
"G1800370","2011-2015",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dubois County, Indiana",0.4075,"Dubois County, Indiana",0.0295
"G1800390","2011-2015",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elkhart County, Indiana",0.4190,"Elkhart County, Indiana",0.0112
"G1800410","2011-2015",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Indiana",0.4454,"Fayette County, Indiana",0.0308
"G1800430","2011-2015",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Indiana",0.4419,"Floyd County, Indiana",0.0145
"G1800450","2011-2015",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fountain County, Indiana",0.4172,"Fountain County, Indiana",0.0287
"G1800470","2011-2015",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Indiana",0.3887,"Franklin County, Indiana",0.0206
"G1800490","2011-2015",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Indiana",0.4275,"Fulton County, Indiana",0.0478
"G1800510","2011-2015",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gibson County, Indiana",0.4111,"Gibson County, Indiana",0.0157
"G1800530","2011-2015",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",0.4201,"Grant County, Indiana",0.0130
"G1800550","2011-2015",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Indiana",0.4156,"Greene County, Indiana",0.0257
"G1800570","2011-2015",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Indiana",0.4344,"Hamilton County, Indiana",0.0093
"G1800590","2011-2015",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",0.3765,"Hancock County, Indiana",0.0117
"G1800610","2011-2015",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,"Harrison County, Indiana",0.4034,"Harrison County, Indiana",0.0143
"G1800630","2011-2015",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hendricks County, Indiana",0.3752,"Hendricks County, Indiana",0.0090
"G1800650","2011-2015",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Indiana",0.4535,"Henry County, Indiana",0.0263
"G1800670","2011-2015",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Indiana",0.4446,"Howard County, Indiana",0.0105
"G1800690","2011-2015",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington County, Indiana",0.3851,"Huntington County, Indiana",0.0111
"G1800710","2011-2015",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Indiana",0.3998,"Jackson County, Indiana",0.0155
"G1800730","2011-2015",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Indiana",0.3760,"Jasper County, Indiana",0.0189
"G1800750","2011-2015",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jay County, Indiana",0.4012,"Jay County, Indiana",0.0206
"G1800770","2011-2015",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Indiana",0.3947,"Jefferson County, Indiana",0.0197
"G1800790","2011-2015",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,"Jennings County, Indiana",0.4063,"Jennings County, Indiana",0.0213
"G1800810","2011-2015",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Indiana",0.4092,"Johnson County, Indiana",0.0106
"G1800830","2011-2015",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Indiana",0.4304,"Knox County, Indiana",0.0191
"G1800850","2011-2015",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",0.4245,"Kosciusko County, Indiana",0.0123
"G1800870","2011-2015",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaGrange County, Indiana",0.4161,"LaGrange County, Indiana",0.0240
"G1800890","2011-2015",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Indiana",0.4492,"Lake County, Indiana",0.0081
"G1800910","2011-2015",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,"LaPorte County, Indiana",0.4406,"LaPorte County, Indiana",0.0143
"G1800930","2011-2015",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Indiana",0.4082,"Lawrence County, Indiana",0.0182
"G1800950","2011-2015",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Indiana",0.4247,"Madison County, Indiana",0.0098
"G1800970","2011-2015",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Indiana",0.4774,"Marion County, Indiana",0.0063
"G1800990","2011-2015",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,"Marshall County, Indiana",0.4175,"Marshall County, Indiana",0.0144
"G1801010","2011-2015",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,"Martin County, Indiana",0.4107,"Martin County, Indiana",0.0197
"G1801030","2011-2015",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,"Miami County, Indiana",0.4194,"Miami County, Indiana",0.0230
"G1801050","2011-2015",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Indiana",0.5111,"Monroe County, Indiana",0.0108
"G1801070","2011-2015",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Indiana",0.3963,"Montgomery County, Indiana",0.0134
"G1801090","2011-2015",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",0.4077,"Morgan County, Indiana",0.0186
"G1801110","2011-2015",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Indiana",0.4030,"Newton County, Indiana",0.0207
"G1801130","2011-2015",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,"Noble County, Indiana",0.4089,"Noble County, Indiana",0.0177
"G1801150","2011-2015",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ohio County, Indiana",0.3758,"Ohio County, Indiana",0.0226
"G1801170","2011-2015",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, Indiana",0.4174,"Orange County, Indiana",0.0235
"G1801190","2011-2015",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,"Owen County, Indiana",0.4076,"Owen County, Indiana",0.0208
"G1801210","2011-2015",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,"Parke County, Indiana",0.4501,"Parke County, Indiana",0.0467
"G1801230","2011-2015",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Indiana",0.3959,"Perry County, Indiana",0.0137
"G1801250","2011-2015",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Indiana",0.3903,"Pike County, Indiana",0.0164
"G1801270","2011-2015",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,"Porter County, Indiana",0.4193,"Porter County, Indiana",0.0087
"G1801290","2011-2015",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,"Posey County, Indiana",0.4373,"Posey County, Indiana",0.0247
"G1801310","2011-2015",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Indiana",0.4271,"Pulaski County, Indiana",0.0342
