GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADKXE001,ADKXE002,ADKXE003,ADKXE004,ADKXE005,ADKXE006,ADKXE007,ADKXE008,ADKXE009,ADKXE010,NAME_M,ADKXM001,ADKXM002,ADKXM003,ADKXM004,ADKXM005,ADKXM006,ADKXM007,ADKXM008,ADKXM009,ADKXM010
"G0400150","2011-2015",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mohave County, Arizona",203362,181085,2292,4169,2497,347,5969,7003,1359,5644,"Mohave County, Arizona",0,1114,248,428,311,136,912,824,431,722
"G0400170","2011-2015",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navajo County, Arizona",107656,52106,721,47216,630,100,3674,3209,538,2671,"Navajo County, Arizona",0,615,180,466,115,34,595,534,213,502
"G0400190","2011-2015",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pima County, Arizona",998537,777699,36123,32656,27498,1454,85541,37566,10453,27113,"Pima County, Arizona",0,3096,1087,1121,817,213,3027,1776,1091,1509
"G0400210","2011-2015",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinal County, Arizona",389772,309372,17954,20684,6698,1482,21552,12030,2833,9197,"Pinal County, Arizona",0,2452,484,1178,521,363,1987,1531,1054,1027
"G0400230","2011-2015",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, Arizona",47073,37543,165,106,466,27,8033,733,462,271,"Santa Cruz County, Arizona",0,1471,74,57,98,33,1462,347,283,163
"G0400250","2011-2015",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yavapai County, Arizona",215996,197905,1285,3995,1899,70,5859,4983,732,4251,"Yavapai County, Arizona",0,1275,172,395,274,57,1274,677,342,489
"G0400270","2011-2015",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Arizona",202987,156587,4300,2613,2634,346,31835,4672,1465,3207,"Yuma County, Arizona",0,2072,328,314,280,155,2084,610,356,463
"G0500010","2011-2015",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arkansas County, Arkansas",18731,13558,4811,18,84,10,42,208,40,168,"Arkansas County, Arkansas",0,114,179,19,119,19,46,100,39,91
"G0500030","2011-2015",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashley County, Arkansas",21229,15037,5517,64,12,0,462,137,11,126,"Ashley County, Arkansas",0,255,48,45,19,21,253,58,19,55
"G0500050","2011-2015",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baxter County, Arkansas",41040,39707,135,238,207,0,213,540,8,532,"Baxter County, Arkansas",0,154,82,86,81,24,150,142,14,140
"G0500070","2011-2015",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Arkansas",238198,209445,3551,3397,8262,851,5992,6700,816,5884,"Benton County, Arkansas",0,1116,272,367,248,36,983,659,270,546
"G0500090","2011-2015",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Arkansas",37227,35939,132,272,170,14,16,684,1,683,"Boone County, Arkansas",0,52,58,111,48,22,17,149,4,148
"G0500110","2011-2015",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Arkansas",11206,6790,3245,84,0,0,1017,70,13,57,"Bradley County, Arkansas",0,175,54,110,18,18,184,43,18,36
"G0500130","2011-2015",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Arkansas",5245,4007,1163,3,11,0,3,58,0,58,"Calhoun County, Arkansas",0,6,41,6,23,16,6,36,16,36
"G0500150","2011-2015",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Arkansas",27635,26077,156,179,106,338,258,521,54,467,"Carroll County, Arkansas",0,180,93,113,146,308,140,181,41,181
"G0500170","2011-2015",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicot County, Arkansas",11353,4862,6121,44,31,0,229,66,15,51,"Chicot County, Arkansas",0,143,54,19,26,18,141,56,24,51
"G0500190","2011-2015",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Arkansas",22751,16685,5441,39,190,0,112,284,12,272,"Clark County, Arkansas",0,127,73,47,5,21,120,84,22,82
"G0500210","2011-2015",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Arkansas",15400,14841,56,51,14,0,198,240,5,235,"Clay County, Arkansas",0,47,58,34,14,18,72,77,8,77
"G0500230","2011-2015",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Arkansas",25711,24992,133,136,72,0,67,311,0,311,"Cleburne County, Arkansas",0,50,77,85,57,21,50,86,21,86
"G0500250","2011-2015",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, Arkansas",8510,7379,935,18,9,0,15,154,0,154,"Cleveland County, Arkansas",0,20,86,21,10,16,17,80,16,80
"G0500270","2011-2015",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Arkansas",24327,14608,8659,85,171,0,395,409,280,129,"Columbia County, Arkansas",0,182,286,59,109,21,326,236,231,76
"G0500290","2011-2015",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conway County, Arkansas",21110,18030,2541,153,11,0,47,328,5,323,"Conway County, Arkansas",0,46,86,72,11,21,43,98,9,97
"G0500310","2011-2015",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",101409,82478,13860,773,1251,147,1074,1826,174,1652,"Craighead County, Arkansas",0,543,373,430,142,175,416,425,121,411
"G0500330","2011-2015",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Arkansas",61748,56153,699,1026,1021,0,739,2110,20,2090,"Crawford County, Arkansas",0,408,95,296,71,27,381,252,24,248
"G0500350","2011-2015",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crittenden County, Arkansas",49765,22677,25306,94,314,80,407,887,99,788,"Crittenden County, Arkansas",0,199,274,42,96,96,187,286,113,257
"G0500370","2011-2015",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cross County, Arkansas",17467,13078,4022,47,108,0,39,173,3,170,"Cross County, Arkansas",0,78,71,31,12,18,58,75,5,75
"G0500390","2011-2015",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas County, Arkansas",7868,4361,3243,3,177,0,54,30,0,30,"Dallas County, Arkansas",0,71,176,6,171,16,50,35,16,35
"G0500410","2011-2015",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Desha County, Arkansas",12379,6175,5949,0,7,0,100,148,0,148,"Desha County, Arkansas",0,113,45,18,11,18,107,60,18,60
"G0500430","2011-2015",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drew County, Arkansas",18740,12761,5395,14,50,0,311,209,0,209,"Drew County, Arkansas",0,141,124,20,67,18,143,111,18,111
"G0500450","2011-2015",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Faulkner County, Arkansas",119343,100363,13488,454,1517,20,1248,2253,97,2156,"Faulkner County, Arkansas",0,457,223,181,174,22,413,362,69,350
"G0500470","2011-2015",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Arkansas",17866,16939,163,367,52,0,19,326,2,324,"Franklin County, Arkansas",0,127,80,151,55,18,31,147,4,147
"G0500490","2011-2015",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Arkansas",12224,11853,15,51,184,0,0,121,0,121,"Fulton County, Arkansas",0,19,18,62,149,18,18,116,18,116
"G0500510","2011-2015",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garland County, Arkansas",96954,82660,8095,572,612,9,2941,2065,51,2014,"Garland County, Arkansas",0,529,312,188,201,20,682,393,44,388
"G0500530","2011-2015",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Arkansas",18054,16939,686,61,98,4,68,198,17,181,"Grant County, Arkansas",0,93,161,50,104,7,54,78,18,76
"G0500550","2011-2015",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Arkansas",43382,41743,398,95,58,20,341,727,59,668,"Greene County, Arkansas",0,233,190,72,60,38,220,201,44,200
"G0500570","2011-2015",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hempstead County, Arkansas",22336,14612,6660,37,6,0,447,574,133,441,"Hempstead County, Arkansas",0,356,176,35,9,21,267,264,183,198
"G0500590","2011-2015",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hot Spring County, Arkansas",33316,28587,3883,189,50,0,84,523,32,491,"Hot Spring County, Arkansas",0,89,139,83,67,24,78,160,51,155
"G0500610","2011-2015",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Arkansas",13555,9172,2955,126,3,0,1235,64,2,62,"Howard County, Arkansas",0,195,25,46,5,18,197,50,4,50
"G0500630","2011-2015",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Independence County, Arkansas",36952,34885,759,164,321,7,183,633,39,594,"Independence County, Arkansas",0,136,116,122,49,11,104,139,45,141
"G0500650","2011-2015",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Izard County, Arkansas",13480,13071,162,28,29,36,54,100,15,85,"Izard County, Arkansas",0,158,113,31,31,52,51,56,21,50
"G0500670","2011-2015",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Arkansas",17597,14005,3051,88,38,0,112,303,3,300,"Jackson County, Arkansas",0,76,129,77,41,18,72,144,6,143
"G0500690","2011-2015",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Arkansas",73548,30523,40881,82,594,126,513,829,38,791,"Jefferson County, Arkansas",0,214,152,66,111,112,214,170,41,164
"G0500710","2011-2015",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Arkansas",25930,23828,497,132,254,52,573,594,39,555,"Johnson County, Arkansas",0,256,127,81,50,88,216,145,31,138
"G0500730","2011-2015",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lafayette County, Arkansas",7270,4426,2777,0,18,0,3,46,0,46,"Lafayette County, Arkansas",0,78,86,16,23,16,6,37,16,37
"G0500750","2011-2015",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence County, Arkansas",17029,16569,153,48,13,0,6,240,2,238,"Lawrence County, Arkansas",0,9,69,44,18,18,8,65,5,65
"G0500770","2011-2015",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Arkansas",9966,4258,5622,14,4,0,49,19,0,19,"Lee County, Arkansas",0,72,18,16,6,16,72,19,16,19
"G0500790","2011-2015",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Arkansas",14062,9361,4369,46,0,0,208,78,9,69,"Lincoln County, Arkansas",0,97,100,36,18,18,94,60,16,58
"G0500810","2011-2015",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Little River County, Arkansas",12720,9383,2632,147,0,0,334,224,16,208,"Little River County, Arkansas",0,77,30,80,18,18,117,99,51,82
"G0500830","2011-2015",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Arkansas",22001,20497,407,203,437,0,106,351,49,302,"Logan County, Arkansas",0,123,17,97,32,21,120,134,54,128
"G0500850","2011-2015",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lonoke County, Arkansas",70691,63145,4302,372,457,92,1032,1291,144,1147,"Lonoke County, Arkansas",0,337,193,134,119,132,375,220,104,180
"G0500870","2011-2015",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Arkansas",15702,14896,73,75,97,0,112,449,10,439,"Madison County, Arkansas",0,146,77,63,84,18,132,94,12,93
"G0500890","2011-2015",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Arkansas",16458,15895,42,109,118,0,39,255,23,232,"Marion County, Arkansas",0,57,40,70,90,18,48,104,26,103
"G0500910","2011-2015",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",43652,31173,10877,211,50,0,338,1003,104,899,"Miller County, Arkansas",0,193,238,113,63,24,118,273,78,259
"G0500930","2011-2015",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",44864,27694,15543,49,133,9,733,703,12,691,"Mississippi County, Arkansas",0,289,225,37,82,15,289,243,19,242
"G0500950","2011-2015",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",7713,4313,3138,12,42,0,90,118,12,106,"Monroe County, Arkansas",0,64,72,16,45,16,65,63,18,58
"G0500970","2011-2015",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",9197,8684,68,119,61,0,42,223,3,220,"Montgomery County, Arkansas",0,110,39,126,65,16,57,79,5,78
"G0500990","2011-2015",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",8793,5908,2705,29,113,0,0,38,0,38,"Nevada County, Arkansas",0,41,159,17,152,16,16,17,16,17
"G0501010","2011-2015",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",8052,7679,0,111,37,0,0,225,6,219,"Newton County, Arkansas",0,83,16,69,28,16,16,73,9,73
"G0501030","2011-2015",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",25044,14313,10064,52,39,0,47,529,4,525,"Ouachita County, Arkansas",0,67,179,32,42,21,32,192,6,191
"G0501050","2011-2015",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",10300,9649,214,34,9,0,170,224,4,220,"Perry County, Arkansas",0,86,127,59,19,18,88,127,7,127
"G0501070","2011-2015",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",20391,7492,12545,24,24,0,14,292,20,272,"Phillips County, Arkansas",0,26,144,36,23,18,21,135,31,132
"G0501090","2011-2015",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",11087,9899,348,17,55,0,562,206,0,206,"Pike County, Arkansas",0,117,32,23,16,18,117,43,18,43
"G0501110","2011-2015",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",24210,21631,2002,39,7,0,174,357,0,357,"Poinsett County, Arkansas",0,135,90,23,15,21,139,128,21,128
"G0501130","2011-2015",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",20364,18887,42,219,87,0,443,686,31,655,"Polk County, Arkansas",0,132,36,115,48,21,130,124,24,122
"G0501150","2011-2015",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",62830,57200,1989,364,452,0,1047,1778,80,1698,"Pope County, Arkansas",0,460,252,113,93,27,393,298,67,304
"G0501170","2011-2015",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",8402,7236,1035,34,10,0,32,55,2,53,"Prairie County, Arkansas",0,35,47,31,13,16,35,40,3,40
"G0501190","2011-2015",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",390463,228915,139401,1079,8155,136,4345,8432,728,7704,"Pulaski County, Arkansas",0,1215,855,250,398,118,1232,804,273,743
"G0501210","2011-2015",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",17695,17084,123,48,5,1,94,340,0,340,"Randolph County, Arkansas",0,85,54,32,7,2,73,72,18,72
"G0501230","2011-2015",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",27345,11879,14185,100,79,13,564,525,57,468,"St. Francis County, Arkansas",0,155,307,61,79,24,186,223,39,219
"G0501250","2011-2015",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",113833,102920,6639,364,1087,58,596,2169,184,1985,"Saline County, Arkansas",0,311,233,139,191,59,292,399,114,366
"G0501270","2011-2015",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",10870,9727,18,176,311,0,278,360,0,360,"Scott County, Arkansas",0,194,18,91,157,18,194,187,18,187
"G0501290","2011-2015",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",7965,7609,22,85,87,0,25,137,3,134,"Searcy County, Arkansas",0,45,17,70,78,16,34,46,5,43
"G0501310","2011-2015",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",127273,103610,8000,1740,5586,123,2861,5353,703,4650,"Sebastian County, Arkansas",0,776,509,330,224,124,733,592,312,543
"G0501330","2011-2015",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",17268,11455,841,334,92,3,4206,337,64,273,"Sevier County, Arkansas",0,415,61,89,12,7,426,110,52,99
"G0501350","2011-2015",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",17055,16320,69,143,103,10,23,387,26,361,"Sharp County, Arkansas",0,52,39,64,19,23,24,95,35,85
"G0501370","2011-2015",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",12512,12102,5,26,30,0,28,321,0,321,"Stone County, Arkansas",0,44,9,35,50,18,42,64,18,64
"G0501390","2011-2015",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",40633,26276,13323,231,226,0,89,488,74,414,"Union County, Arkansas",0,122,81,102,65,24,59,171,82,152
"G0501410","2011-2015",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",17002,16194,151,65,29,0,149,414,18,396,"Van Buren County, Arkansas",0,140,112,55,29,18,136,87,23,79
"G0501430","2011-2015",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",216432,170301,7185,2250,5345,4663,20389,6299,852,5447,"Washington County, Arkansas",0,1632,364,443,325,237,1635,681,349,699
"G0501450","2011-2015",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",78660,71674,3611,124,440,17,987,1807,156,1651,"White County, Arkansas",0,313,236,101,130,30,267,314,115,280
"G0501470","2011-2015",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",6983,4878,1869,6,77,6,10,137,3,134,"Woodruff County, Arkansas",0,26,97,8,98,10,15,65,4,66
"G0501490","2011-2015",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",21835,17897,596,126,327,0,2651,238,75,163,"Yell County, Arkansas",0,391,180,71,25,21,405,95,57,70
"G0600010","2011-2015",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",1584983,708558,184883,9813,439055,13760,131339,97575,19468,78107,"Alameda County, California",0,4346,1465,1118,1924,396,4211,2890,1220,2579
"G0600030","2011-2015",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",1131,783,11,219,14,16,0,88,0,88,"Alpine County, California",167,150,17,60,21,21,12,44,12,44
"G0600050","2011-2015",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",36995,32006,855,829,538,38,1524,1205,170,1035,"Amador County, California",0,346,97,209,97,28,347,315,196,256
"G0600070","2011-2015",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",222564,185408,3189,2553,9591,405,7297,14121,1614,12507,"Butte County, California",0,1176,344,456,482,133,998,919,412,846
"G0600090","2011-2015",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",44767,41210,261,396,402,151,532,1815,90,1725,"Calaveras County, California",0,267,110,209,126,178,234,330,85,312
"G0600110","2011-2015",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",21396,18188,151,231,419,39,1629,739,229,510,"Colusa County, California",0,489,70,65,34,34,467,244,125,193
"G0600130","2011-2015",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",1096068,663406,97338,6059,167215,5548,89185,67317,12135,55182,"Contra Costa County, California",0,3844,1430,781,1997,415,3770,2947,1129,2647
"G0600150","2011-2015",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",27788,21248,802,1484,600,79,1158,2417,87,2330,"Del Norte County, California",0,350,156,233,148,55,311,309,58,295
"G0600170","2011-2015",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",182093,157893,1786,1565,7199,234,6815,6601,746,5855,"El Dorado County, California",0,957,281,460,486,137,933,557,222,582
"G0600190","2011-2015",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",956749,570451,48499,9796,93499,2010,194114,38380,12026,26354,"Fresno County, California",0,5442,877,982,917,527,5217,2398,1578,1799
"G0600210","2011-2015",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",28029,23897,271,548,695,99,1840,679,189,490,"Glenn County, California",0,629,60,106,107,80,580,221,138,161
"G0600230","2011-2015",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",135034,109821,1716,6956,3563,424,4809,7745,905,6840,"Humboldt County, California",0,644,244,636,257,91,670,616,262,586
"G0600250","2011-2015",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",178206,126305,5172,2284,2763,171,33084,8427,4288,4139,"Imperial County, California",0,2543,343,514,253,99,2392,1027,781,704
"G0600270","2011-2015",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",18373,15200,196,1964,244,118,290,361,62,299,"Inyo County, California",0,188,17,118,53,72,125,112,77,86
