GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,ADOLE001,NAME_M,ADOLM001
"G0501230","2011-2015",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",15971,"St. Francis County, Arkansas",1016
"G0501250","2011-2015",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",26050,"Saline County, Arkansas",680
"G0501270","2011-2015",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",17833,"Scott County, Arkansas",1133
"G0501290","2011-2015",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",18533,"Searcy County, Arkansas",1690
"G0501310","2011-2015",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",23182,"Sebastian County, Arkansas",833
"G0501330","2011-2015",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",17371,"Sevier County, Arkansas",848
"G0501350","2011-2015",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",16848,"Sharp County, Arkansas",836
"G0501370","2011-2015",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",18944,"Stone County, Arkansas",1708
"G0501390","2011-2015",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",21779,"Union County, Arkansas",865
"G0501410","2011-2015",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",19047,"Van Buren County, Arkansas",1123
"G0501430","2011-2015",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",24638,"Washington County, Arkansas",860
"G0501450","2011-2015",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",22547,"White County, Arkansas",1330
"G0501470","2011-2015",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",18377,"Woodruff County, Arkansas",1795
"G0501490","2011-2015",,,"Arkansas","05","Yell County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",18288,"Yell County, Arkansas",948
"G0600010","2011-2015",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",37285,"Alameda County, California",279
"G0600030","2011-2015",,,"California","06","Alpine County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",21415,"Alpine County, California",3057
"G0600050","2011-2015",,,"California","06","Amador County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",27473,"Amador County, California",2016
"G0600070","2011-2015",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",24259,"Butte County, California",637
"G0600090","2011-2015",,,"California","06","Calaveras County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",29553,"Calaveras County, California",1398
"G0600110","2011-2015",,,"California","06","Colusa County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",21897,"Colusa County, California",1712
"G0600130","2011-2015",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",39313,"Contra Costa County, California",397
"G0600150","2011-2015",,,"California","06","Del Norte County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",19560,"Del Norte County, California",1382
"G0600170","2011-2015",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",35588,"El Dorado County, California",844
"G0600190","2011-2015",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",20408,"Fresno County, California",258
"G0600210","2011-2015",,,"California","06","Glenn County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",21313,"Glenn County, California",1880
"G0600230","2011-2015",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",23367,"Humboldt County, California",628
"G0600250","2011-2015",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",16143,"Imperial County, California",462
"G0600270","2011-2015",,,"California","06","Inyo County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",27850,"Inyo County, California",1226
"G0600290","2011-2015",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",20644,"Kern County, California",228
"G0600310","2011-2015",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",18707,"Kings County, California",588
"G0600330","2011-2015",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",21407,"Lake County, California",906
"G0600350","2011-2015",,,"California","06","Lassen County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",19274,"Lassen County, California",1210
"G0600370","2011-2015",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",28337,"Los Angeles County, California",114
"G0600390","2011-2015",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",17970,"Madera County, California",543
"G0600410","2011-2015",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",60236,"Marin County, California",1481
"G0600430","2011-2015",,,"California","06","Mariposa County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",28316,"Mariposa County, California",2011
"G0600450","2011-2015",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",24059,"Mendocino County, California",1012
"G0600470","2011-2015",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",18204,"Merced County, California",435
"G0600490","2011-2015",,,"California","06","Modoc County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",21001,"Modoc County, California",1668
"G0600510","2011-2015",,,"California","06","Mono County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",29437,"Mono County, California",2466
"G0600530","2011-2015",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",24994,"Monterey County, California",640
"G0600550","2011-2015",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",36475,"Napa County, California",1110
"G0600570","2011-2015",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",32442,"Nevada County, California",1105
"G0600590","2011-2015",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",34817,"Orange County, California",228
"G0600610","2011-2015",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",36022,"Placer County, California",564
"G0600630","2011-2015",,,"California","06","Plumas County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",30842,"Plumas County, California",2730
"G0600650","2011-2015",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",23783,"Riverside County, California",188
"G0600670","2011-2015",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",27315,"Sacramento County, California",224
"G0600690","2011-2015",,,"California","06","San Benito County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",27239,"San Benito County, California",812
"G0600710","2011-2015",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",21352,"San Bernardino County, California",182
"G0600730","2011-2015",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",31266,"San Diego County, California",197
"G0600750","2011-2015",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",52220,"San Francisco County, California",734
"G0600770","2011-2015",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",22645,"San Joaquin County, California",309
"G0600790","2011-2015",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",31060,"San Luis Obispo County, California",590
"G0600810","2011-2015",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",48278,"San Mateo County, California",535
"G0600830","2011-2015",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",30589,"Santa Barbara County, California",456
"G0600850","2011-2015",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",43880,"Santa Clara County, California",313
"G0600870","2011-2015",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",33241,"Santa Cruz County, California",519
"G0600890","2011-2015",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",24107,"Shasta County, California",470
"G0600910","2011-2015",,,"California","06","Sierra County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",29986,"Sierra County, California",5447
"G0600930","2011-2015",,,"California","06","Siskiyou County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",22561,"Siskiyou County, California",842
"G0600950","2011-2015",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",29185,"Solano County, California",475
"G0600970","2011-2015",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",34235,"Sonoma County, California",584
"G0600990","2011-2015",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",21922,"Stanislaus County, California",389
"G0601010","2011-2015",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",23689,"Sutter County, California",607
"G0601030","2011-2015",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",21263,"Tehama County, California",768
"G0601050","2011-2015",,,"California","06","Trinity County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",22975,"Trinity County, California",1710
"G0601070","2011-2015",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",17876,"Tulare County, California",353
"G0601090","2011-2015",,,"California","06","Tuolumne County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",27054,"Tuolumne County, California",1069
"G0601110","2011-2015",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",33435,"Ventura County, California",416
"G0601130","2011-2015",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",28116,"Yolo County, California",609
"G0601150","2011-2015",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",20471,"Yuba County, California",921
"G0800010","2011-2015",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",25039,"Adams County, Colorado",288
"G0800030","2011-2015",,,"Colorado","08","Alamosa County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",19524,"Alamosa County, Colorado",1537
"G0800050","2011-2015",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",34190,"Arapahoe County, Colorado",485
"G0800070","2011-2015",,,"Colorado","08","Archuleta County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",28884,"Archuleta County, Colorado",2244
"G0800090","2011-2015",,,"Colorado","08","Baca County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",21361,"Baca County, Colorado",1373
"G0800110","2011-2015",,,"Colorado","08","Bent County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",13544,"Bent County, Colorado",3892
"G0800130","2011-2015",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",39074,"Boulder County, Colorado",741
"G0800140","2011-2015",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",40135,"Broomfield County, Colorado",1336
"G0800150","2011-2015",,,"Colorado","08","Chaffee County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",28064,"Chaffee County, Colorado",2002
"G0800170","2011-2015",,,"Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",23553,"Cheyenne County, Colorado",2388
"G0800190","2011-2015",,,"Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",42812,"Clear Creek County, Colorado",4717
"G0800210","2011-2015",,,"Colorado","08","Conejos County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",18844,"Conejos County, Colorado",1733
"G0800230","2011-2015",,,"Colorado","08","Costilla County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",21809,"Costilla County, Colorado",2911
"G0800250","2011-2015",,,"Colorado","08","Crowley County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",10742,"Crowley County, Colorado",1413
"G0800270","2011-2015",,,"Colorado","08","Custer County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",22661,"Custer County, Colorado",2926
"G0800290","2011-2015",,,"Colorado","08","Delta County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",24417,"Delta County, Colorado",1982
"G0800310","2011-2015",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",35218,"Denver County, Colorado",422
"G0800330","2011-2015",,,"Colorado","08","Dolores County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",20199,"Dolores County, Colorado",2034
"G0800350","2011-2015",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",45500,"Douglas County, Colorado",795
"G0800370","2011-2015",,,"Colorado","08","Eagle County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",38193,"Eagle County, Colorado",1999
"G0800390","2011-2015",,,"Colorado","08","Elbert County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",38021,"Elbert County, Colorado",2373
"G0800410","2011-2015",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",29659,"El Paso County, Colorado",445
"G0800430","2011-2015",,,"Colorado","08","Fremont County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",18619,"Fremont County, Colorado",1076
"G0800450","2011-2015",,,"Colorado","08","Garfield County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",27574,"Garfield County, Colorado",844
"G0800470","2011-2015",,,"Colorado","08","Gilpin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",38361,"Gilpin County, Colorado",4969
"G0800490","2011-2015",,,"Colorado","08","Grand County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",31432,"Grand County, Colorado",3233
"G0800510","2011-2015",,,"Colorado","08","Gunnison County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",25584,"Gunnison County, Colorado",1383
"G0800530","2011-2015",,,"Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",33816,"Hinsdale County, Colorado",5043
"G0800550","2011-2015",,,"Colorado","08","Huerfano County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",23467,"Huerfano County, Colorado",2408
"G0800570","2011-2015",,,"Colorado","08","Jackson County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",27938,"Jackson County, Colorado",3246
"G0800590","2011-2015",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",37065,"Jefferson County, Colorado",442
"G0800610","2011-2015",,,"Colorado","08","Kiowa County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",22731,"Kiowa County, Colorado",2560
"G0800630","2011-2015",,,"Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",21769,"Kit Carson County, Colorado",2842
"G0800650","2011-2015",,,"Colorado","08","Lake County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",24399,"Lake County, Colorado",2347
"G0800670","2011-2015",,,"Colorado","08","La Plata County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",31822,"La Plata County, Colorado",1114
"G0800690","2011-2015",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",31304,"Larimer County, Colorado",446
"G0800710","2011-2015",,,"Colorado","08","Las Animas County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",22935,"Las Animas County, Colorado",1589
"G0800730","2011-2015",,,"Colorado","08","Lincoln County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Colorado",15203,"Lincoln County, Colorado",2328
